id,source_lon,source_lat,target_lon,target_lat,bucket
short_0169,6.696228,53.362566,6.654868,53.340453,short
medium_0169,6.134665,52.734880,6.370485,52.892086,medium
long_0169,6.684584,52.875665,5.928120,52.848490,long
short_0170,6.036117,52.826546,6.056347,52.827245,short
medium_0170,5.719771,52.931072,5.640137,53.011276,medium
long_0170,6.156728,52.840629,6.847290,52.947613,long
short_0171,6.429296,52.776296,6.363943,52.777239,short
medium_0171,5.946739,52.946140,6.151982,53.128375,medium
long_0171,5.712100,52.976389,6.159209,53.444827,long
short_0172,6.679340,53.251508,6.723941,53.229630,short
medium_0172,5.857475,53.186113,5.938534,53.276153,medium
long_0172,5.579113,53.226189,6.036212,52.979039,long
short_0173,6.851899,53.187535,6.848444,53.180307,short
medium_0173,5.675487,53.226648,5.766444,53.207090,medium
long_0173,5.873726,52.810749,6.385264,53.360876,long
short_0174,6.790897,53.082977,6.820004,53.070217,short
medium_0174,6.342116,52.894382,6.566729,52.668884,medium
long_0174,6.228399,53.396150,5.725404,52.899625,long
short_0175,6.329071,52.830581,6.390243,52.825595,short
medium_0175,7.192169,53.185734,6.812460,53.255658,medium
long_0175,6.107663,53.078646,7.028174,52.651898,long
short_0176,7.147364,53.077646,7.151417,53.080073,short
medium_0176,5.963292,53.150998,6.062803,53.347142,medium
long_0176,6.331827,52.780927,6.840119,53.108709,long
short_0177,6.180823,52.931418,6.206266,52.896651,short
medium_0177,6.330344,52.686810,6.166852,52.680468,medium
long_0177,7.032636,52.849507,6.903040,53.264172,long
short_0178,6.181672,53.264593,6.202686,53.241192,short
medium_0178,6.344909,52.969258,6.274277,53.001270,medium
long_0178,6.240327,53.293396,5.617223,52.863216,long
short_0179,5.846517,52.917990,5.890872,52.883971,short
medium_0179,6.480267,52.782875,6.590952,52.699342,medium
long_0179,5.782084,52.947247,6.430470,53.183525,long
short_0180,6.371779,53.023586,6.418937,53.023577,short
medium_0180,6.733400,53.148773,6.556683,53.238805,medium
long_0180,6.434039,53.390642,6.862538,53.103599,long
short_0181,5.733791,53.200987,5.732719,53.228934,short
medium_0181,5.560018,53.138637,5.819678,53.115282,medium
long_0181,5.624562,52.971968,6.940059,53.305433,long
short_0182,6.680902,52.996593,6.722523,53.001226,short
medium_0182,6.531770,53.317506,6.700667,53.313251,medium
long_0182,6.243565,52.922473,6.662274,53.167693,long
short_0183,5.686742,53.426180,5.627384,53.438987,short
medium_0183,5.845142,53.066867,5.995870,53.097070,medium
long_0183,6.296237,53.130981,6.785654,53.161960,long
short_0184,5.750160,53.247152,5.733126,53.246373,short
medium_0184,5.728869,53.144122,5.728444,53.230105,medium
long_0184,6.572373,53.362852,6.742042,52.847630,long
short_0185,5.756731,52.933560,5.795972,52.943052,short
medium_0185,5.988360,53.324034,6.434428,53.288630,medium
long_0185,6.675338,53.270359,7.040811,52.764785,long
short_0186,6.972744,53.136124,6.995071,53.164475,short
medium_0186,6.885438,52.844239,6.710100,52.775630,medium
long_0186,6.542355,53.229734,5.661357,53.009183,long
short_0187,7.180078,53.131238,7.158907,53.171675,short
medium_0187,7.047521,52.995376,6.942545,53.004401,medium
long_0187,6.009596,53.092860,6.709095,52.740252,long
short_0188,5.808188,53.192451,5.845221,53.209888,short
medium_0188,7.143036,52.908232,6.984441,52.874475,medium
long_0188,6.312854,53.367560,5.847417,53.396336,long
short_0189,6.714559,52.634983,6.732857,52.651753,short
medium_0189,6.343046,53.133461,6.410112,52.898718,medium
long_0189,6.235337,53.022668,5.894306,53.295978,long
short_0190,6.429841,53.394227,6.441473,53.386109,short
medium_0190,6.641457,52.735513,6.321046,52.704954,medium
long_0190,6.523549,53.106879,5.675430,53.040228,long
short_0191,6.816121,53.330904,6.858136,53.321898,short
medium_0191,6.631190,52.989063,6.469111,52.953910,medium
long_0191,6.885647,52.901847,5.824717,53.105868,long
short_0192,6.198909,53.092424,6.191061,53.108358,short
medium_0192,6.523672,53.086408,6.775670,53.302285,medium
long_0192,6.669743,52.724735,6.790094,53.017969,long
short_0193,5.673890,52.905189,5.739475,52.906431,short
medium_0193,6.310855,53.252859,6.602022,53.078478,medium
long_0193,6.176678,52.832831,5.617852,53.308572,long
short_0194,7.037412,52.973254,7.095087,52.964354,short
medium_0194,5.408703,53.009280,5.691521,53.146353,medium
long_0194,6.363150,52.851428,5.892239,53.193982,long
short_0195,6.384895,53.040365,6.330691,53.040536,short
medium_0195,5.702214,53.067003,5.621275,52.888848,medium
long_0195,5.577791,53.104636,6.545476,52.790539,long
short_0196,5.904846,52.846990,5.916697,52.861312,short
medium_0196,5.733844,53.318394,5.480068,53.243297,medium
long_0196,6.499568,53.204602,6.834199,52.944317,long
short_0197,6.632626,53.120280,6.648116,53.128568,short
medium_0197,6.420497,53.120481,6.737979,53.246944,medium
long_0197,6.205830,52.695977,6.776978,52.856248,long
short_0198,5.857711,53.026898,5.911089,53.009251,short
medium_0198,6.505345,53.050332,6.733701,53.045206,medium
long_0198,5.936585,52.897551,6.501239,52.997717,long
short_0199,5.578449,53.190273,5.586817,53.186032,short
medium_0199,6.264805,52.829633,6.356628,52.877745,medium
long_0199,6.361721,52.912894,6.872356,52.937576,long
short_0200,6.524217,53.042976,6.491873,53.054562,short
medium_0200,6.130739,53.011940,6.010845,53.056521,medium
long_0200,6.956220,53.258321,5.566483,53.112898,long
short_0201,6.278930,52.966209,6.257882,52.976566,short
medium_0201,6.430164,53.414048,6.412542,53.354612,medium
long_0201,6.776135,53.297923,5.412356,53.403216,long
short_0202,6.441664,52.945484,6.396240,52.973098,short
medium_0202,6.935193,53.023604,6.880709,52.839955,medium
long_0202,6.684742,53.210239,6.178849,52.739475,long
short_0203,5.873633,53.127806,5.840972,53.131231,short
medium_0203,6.890543,53.065982,6.640903,53.068332,medium
long_0203,6.579767,53.372740,7.129315,52.930191,long
short_0204,6.548139,53.107934,6.599508,53.106848,short
medium_0204,6.034878,53.068029,5.805434,53.007033,medium
long_0204,6.595041,53.124996,6.630760,53.411978,long
short_0205,6.366166,52.724021,6.379455,52.697655,short
medium_0205,7.141444,53.185298,7.134660,53.051107,medium
long_0205,7.079095,52.817885,6.504831,52.977448,long
short_0206,7.076955,53.034075,7.069298,53.023975,short
medium_0206,6.699332,52.826919,6.723593,52.744920,medium
long_0206,6.335779,53.305639,5.852677,52.825226,long
short_0207,6.468067,52.649505,6.518619,52.623684,short
medium_0207,6.344267,52.890187,6.308654,53.012262,medium
long_0207,5.195741,53.357462,5.661854,53.074745,long
short_0208,6.882391,52.725870,6.928882,52.740765,short
medium_0208,6.106561,53.309708,6.157510,53.225867,medium
long_0208,5.633820,53.162773,6.679238,53.456629,long
short_0209,6.943494,53.037988,6.954191,53.052548,short
medium_0209,5.837544,53.268534,5.957536,53.275676,medium
long_0209,6.189293,52.870179,5.432400,53.152354,long
short_0210,6.453623,53.235471,6.403254,53.246560,short
medium_0210,6.029025,53.247784,5.889309,53.282755,medium
long_0210,6.728019,53.277868,5.872325,53.262882,long
short_0211,6.603531,53.050298,6.633478,53.037817,short
medium_0211,6.880959,53.126741,6.826252,53.076684,medium
long_0211,6.038427,53.002166,5.446052,53.003741,long
short_0212,5.883214,53.265002,5.847745,53.242276,short
medium_0212,6.113810,52.956368,5.918291,53.167788,medium
long_0212,6.481029,52.775334,6.647416,53.243570,long
short_0213,7.008838,52.797032,7.006128,52.790291,short
medium_0213,6.547491,52.815692,6.472285,52.862181,medium
long_0213,6.773704,53.314237,5.860351,53.040802,long
short_0214,6.203252,53.046428,6.216014,53.087176,short
medium_0214,6.105054,52.912836,6.129095,53.050001,medium
long_0214,7.033057,52.741738,6.663816,53.157121,long
short_0215,6.705600,53.408358,6.662912,53.401911,short
medium_0215,5.598403,52.986806,5.801369,53.060758,medium
long_0215,6.285650,53.197339,6.926670,53.327447,long
short_0216,6.567237,52.683576,6.539391,52.681994,short
medium_0216,6.427674,53.016011,6.457207,52.972081,medium
long_0216,5.852701,53.156760,6.571717,52.748922,long
short_0217,5.608004,53.263276,5.591664,53.253546,short
medium_0217,6.009672,53.073994,5.882195,53.058893,medium
long_0217,7.021874,52.669343,6.442939,53.379893,long
short_0218,6.168759,52.881106,6.143821,52.870996,short
medium_0218,6.850425,52.844416,6.606213,53.010371,medium
long_0218,5.703939,53.268395,6.661819,53.401624,long
short_0219,6.960415,53.169204,6.940194,53.186636,short
medium_0219,5.783955,53.216943,5.843594,53.245248,medium
long_0219,6.601057,52.661074,6.168046,52.729101,long
short_0220,6.893916,52.900706,6.881519,52.899991,short
medium_0220,5.632243,53.074178,6.001413,53.188044,medium
long_0220,5.819495,53.183057,6.950285,53.151028,long
short_0221,6.540147,52.781075,6.523361,52.779734,short
medium_0221,7.048932,52.797882,7.006839,52.859464,medium
long_0221,6.750517,53.563435,6.644722,53.191091,long
short_0222,6.377886,52.744249,6.370781,52.737785,short
medium_0222,6.388634,52.977499,6.405356,53.228740,medium
long_0222,5.537725,52.979163,6.034121,52.849538,long
short_0223,5.740404,53.203390,5.703350,53.219674,short
medium_0223,6.806394,53.148619,6.690178,53.201112,medium
long_0223,5.645032,53.085841,6.338298,52.838052,long
short_0224,6.987821,53.140621,7.058378,53.151922,short
medium_0224,6.824685,52.967393,6.724311,52.769187,medium
long_0224,7.010916,53.284589,6.041491,53.067780,long
short_0225,6.168535,53.028378,6.132126,53.014684,short
medium_0225,6.648961,52.872882,6.746599,52.920601,medium
long_0225,5.563338,53.136400,7.117926,52.896076,long
short_0226,6.656645,53.083755,6.670628,53.107185,short
medium_0226,6.093365,53.374504,6.054884,53.282276,medium
long_0226,6.824522,53.392159,6.483929,53.012405,long
short_0227,6.326996,52.889921,6.321476,52.902520,short
medium_0227,5.476574,53.020528,5.517031,53.224938,medium
long_0227,5.487767,52.987051,5.597800,53.289724,long
short_0228,5.853497,53.342056,5.869992,53.337494,short
medium_0228,7.201079,53.112741,7.031556,53.265231,medium
long_0228,6.123528,52.873384,6.421310,53.361611,long
short_0229,5.750031,53.099315,5.706709,53.083029,short
medium_0229,6.194761,53.176841,6.324719,53.374739,medium
long_0229,7.084911,52.862549,5.934571,52.881226,long
short_0230,6.771529,52.825647,6.718409,52.823239,short
medium_0230,5.789925,53.081762,5.701449,53.083468,medium
long_0230,6.454412,53.163208,6.982865,53.284832,long
short_0231,7.112886,53.129064,7.101458,53.108521,short
medium_0231,6.125152,53.291383,5.821143,53.107528,medium
long_0231,6.708700,53.362659,5.639754,53.142797,long
short_0232,7.121104,53.081869,7.114131,53.084740,short
medium_0232,6.452123,52.875100,6.126772,52.858663,medium
long_0232,6.692250,53.207283,6.088112,53.075500,long
short_0233,6.889436,52.647528,6.868147,52.669574,short
medium_0233,6.183207,53.408919,6.193304,53.479813,medium
long_0233,6.762489,52.647269,6.780280,52.931654,long
short_0234,6.974204,53.266182,7.016891,53.264401,short
medium_0234,5.559350,53.017025,5.545118,53.212307,medium
long_0234,6.358555,53.252347,6.734342,52.880401,long
short_0235,7.126605,53.001232,7.081141,53.019889,short
medium_0235,6.315706,52.961785,6.659359,53.075454,medium
long_0235,5.894930,53.312764,5.693084,53.044276,long
short_0236,6.407207,52.651727,6.460990,52.636291,short
medium_0236,6.939407,52.945804,7.040533,52.709316,medium
long_0236,5.413462,52.950390,6.567868,52.899394,long
short_0237,6.551059,53.171221,6.597441,53.166633,short
medium_0237,5.873203,52.986052,5.649218,53.091231,medium
long_0237,6.705298,53.356951,5.904668,53.331458,long
short_0238,6.678856,52.757539,6.685597,52.725257,short
medium_0238,5.873863,52.931281,5.853143,52.814356,medium
long_0238,5.831614,53.297958,6.149212,52.709811,long
short_0239,5.611109,52.874757,5.621301,52.881978,short
medium_0239,6.766235,52.841126,7.011878,52.925344,medium
long_0239,5.493379,53.216899,6.237694,53.108473,long
short_0240,7.083674,52.805237,7.081212,52.784564,short
medium_0240,6.548281,53.265559,6.350305,53.297320,medium
long_0240,5.583351,53.199776,6.053237,53.007783,long
short_0241,7.025332,52.875050,6.965979,52.888555,short
medium_0241,6.746493,53.335941,6.389541,53.332098,medium
long_0241,6.917964,53.014474,6.315009,53.365181,long
short_0242,6.623779,52.816706,6.559195,52.824109,short
medium_0242,6.778487,52.882250,6.890996,52.819744,medium
long_0242,6.522105,53.078137,5.980037,52.957863,long
short_0243,7.040390,52.666146,7.031898,52.666461,short
medium_0243,5.677744,53.196290,5.827799,53.179638,medium
long_0243,6.957086,52.744481,5.998568,52.965303,long
short_0244,5.791509,52.813671,5.792182,52.808167,short
medium_0244,5.464182,52.901414,5.561274,53.123705,medium
long_0244,6.408900,52.628597,5.747690,52.992577,long
short_0245,6.601578,53.287025,6.612108,53.318527,short
medium_0245,6.707932,52.625830,6.288703,52.706445,medium
long_0245,6.439960,53.159135,6.684681,52.834677,long
short_0246,6.779748,53.193887,6.783375,53.195915,short
medium_0246,5.811401,53.073413,5.655197,53.091712,medium
long_0246,6.202654,53.311819,5.612770,53.107124,long
short_0247,6.704427,52.665145,6.719352,52.657277,short
medium_0247,6.397555,53.376831,6.282971,53.367204,medium
long_0247,6.451303,53.298748,6.166974,52.864534,long
short_0248,5.615797,53.285638,5.592372,53.290028,short
medium_0248,5.929993,53.359806,5.973070,53.237402,medium
long_0248,5.834383,52.935159,7.131021,53.335771,long
short_0249,5.772961,53.132226,5.782703,53.127602,short
medium_0249,6.490537,52.911353,6.240720,53.092539,medium
long_0249,6.568225,52.726817,6.291469,53.062306,long
short_0250,7.194736,53.182059,7.205057,53.186788,short
medium_0250,5.793600,53.011286,6.035590,52.985593,medium
long_0250,6.421883,52.990673,6.010836,53.105799,long
short_0251,5.816786,53.117556,5.822273,53.105628,short
medium_0251,6.839944,53.250854,6.974515,53.012892,medium
long_0251,6.893183,53.136818,6.199418,53.404530,long
short_0252,5.903622,53.001803,5.911236,53.006407,short
medium_0252,6.875620,53.168618,6.734829,53.230514,medium
long_0252,6.863987,53.050073,6.248053,53.143745,long
short_0253,7.150636,53.198851,7.156398,53.196963,short
medium_0253,6.880797,52.664388,7.021349,52.859030,medium
long_0253,6.158656,53.266483,5.566305,53.182940,long
short_0254,6.322680,52.729491,6.308240,52.703132,short
medium_0254,6.307306,52.887153,6.466105,53.128188,medium
long_0254,6.145541,53.225789,6.228768,52.769441,long
short_0255,6.548244,53.018912,6.519102,53.019893,short
medium_0255,5.943820,53.375910,5.804602,53.198236,medium
long_0255,6.488728,53.007458,6.913405,53.167745,long
short_0256,6.664505,53.334553,6.664640,53.335975,short
medium_0256,6.491038,53.225049,6.132665,53.090955,medium
long_0256,5.734790,53.298089,6.584747,53.388916,long
short_0257,6.384639,53.223299,6.410404,53.209852,short
medium_0257,6.714921,53.177258,6.624417,53.364494,medium
long_0257,7.209670,53.189604,6.503245,52.989527,long
short_0258,6.256792,52.736916,6.261288,52.701243,short
medium_0258,6.009681,53.258876,6.091270,53.346524,medium
long_0258,5.621440,52.968505,6.243698,52.847643,long
short_0259,6.254584,53.254722,6.267312,53.256048,short
medium_0259,6.505982,53.088624,6.846642,52.976526,medium
long_0259,6.889668,52.790625,6.642464,53.275350,long
short_0260,6.817698,53.451369,6.777418,53.427875,short
medium_0260,6.522708,53.102546,6.188068,53.037679,medium
long_0260,7.081000,52.934480,6.158635,53.007160,long
short_0261,6.904912,52.752375,6.869671,52.738622,short
medium_0261,6.576379,53.122762,6.694686,53.055394,medium
long_0261,6.340820,52.892321,5.852462,53.066636,long
short_0262,6.490876,52.959294,6.540377,52.963387,short
medium_0262,6.677073,52.933206,6.672947,52.882357,medium
long_0262,5.867590,53.273407,6.975303,53.185907,long
short_0263,6.539508,52.621698,6.517161,52.617092,short
medium_0263,6.611844,52.983779,6.434790,52.777001,medium
long_0263,6.507525,52.795070,6.382793,53.218862,long
short_0264,6.313042,53.151423,6.268801,53.156163,short
medium_0264,6.915912,53.012958,6.749124,53.134346,medium
long_0264,6.322832,52.767464,6.850353,53.008958,long
short_0265,6.914884,52.661427,6.923483,52.656609,short
medium_0265,5.632186,53.195512,5.801439,53.170202,medium
long_0265,6.812498,53.296403,6.145954,53.146339,long
short_0266,5.886102,52.892339,5.935515,52.867394,short
medium_0266,6.308509,52.688554,6.245986,52.713995,medium
long_0266,6.662014,52.834288,6.487666,53.372135,long
short_0267,6.822170,53.205156,6.887851,53.210093,short
medium_0267,6.528224,52.827805,6.479841,53.086896,medium
long_0267,6.634729,52.900123,6.920753,53.183973,long
short_0268,5.782368,53.008926,5.793772,52.987909,short
medium_0268,6.379899,53.414667,6.215262,53.392826,medium
long_0268,6.907824,53.284763,6.392230,53.407631,long
short_0269,5.777041,53.289419,5.752500,53.248529,short
medium_0269,6.494784,53.193721,6.690894,53.185223,medium
long_0269,6.679317,53.372406,6.528396,53.000216,long
short_0270,6.266828,52.713382,6.265566,52.751632,short
medium_0270,6.976126,53.155390,6.847366,53.282992,medium
long_0270,6.909302,53.312849,6.147164,53.001448,long
short_0271,6.483307,52.992612,6.418750,52.988187,short
medium_0271,6.459108,53.166036,6.541175,53.118784,medium
long_0271,7.068542,53.168112,6.369873,53.252996,long
short_0272,6.421409,53.352772,6.433846,53.337800,short
medium_0272,6.211044,53.317558,6.483372,53.397672,medium
long_0272,6.463360,52.822157,5.901049,52.896812,long
short_0273,7.076781,52.990519,7.072156,52.980989,short
medium_0273,6.966511,52.803636,6.856790,52.726870,medium
long_0273,6.794209,53.435339,6.521246,52.993701,long
short_0274,6.664532,52.857130,6.650601,52.884118,short
medium_0274,5.770210,53.238073,6.033600,53.314718,medium
long_0274,5.531016,52.843553,7.112938,52.926997,long
short_0275,6.930399,52.668077,6.909096,52.664392,short
medium_0275,6.224519,53.165549,6.408820,53.063148,medium
long_0275,6.033262,53.020405,6.808117,52.997948,long
short_0276,6.289529,52.846259,6.313892,52.842804,short
medium_0276,7.074317,53.058432,6.904455,53.293241,medium
long_0276,6.241894,52.825668,6.992663,53.101538,long
short_0277,5.933698,53.270308,5.946832,53.310478,short
medium_0277,5.602718,53.255873,5.563634,53.028502,medium
long_0277,6.803886,52.739627,6.264635,53.148047,long
short_0278,6.430419,53.029543,6.469113,53.008171,short
medium_0278,6.718356,52.675749,6.581675,52.778511,medium
long_0278,6.123127,53.146043,6.411523,52.892013,long
short_0279,6.950325,52.959839,6.933313,52.945713,short
medium_0279,6.566049,53.166795,6.509434,53.027968,medium
long_0279,6.084433,52.997924,7.007853,53.044055,long
short_0280,6.731439,53.012078,6.768500,52.984711,short
medium_0280,6.503650,52.971032,6.420409,53.135107,medium
long_0280,5.576536,52.965338,6.844185,52.994069,long
short_0281,6.478763,52.675367,6.473261,52.674910,short
medium_0281,6.311803,52.925812,6.328174,53.029248,medium
long_0281,7.153146,53.000312,6.568883,53.321546,long
short_0282,7.071538,52.890088,7.046936,52.863745,short
medium_0282,6.129275,53.085842,5.829145,53.251667,medium
long_0282,6.142694,53.021103,6.736233,52.900337,long
short_0283,6.427683,53.138428,6.385544,53.156412,short
medium_0283,7.058357,52.860519,6.992761,52.980723,medium
long_0283,6.664886,53.160129,5.457927,52.936575,long
short_0284,5.540505,52.831899,5.552503,52.844284,short
medium_0284,6.299886,52.859514,6.290718,53.023595,medium
long_0284,6.768147,53.332285,5.680741,53.098402,long
short_0285,6.995521,52.698187,6.997353,52.686748,short
medium_0285,5.805890,53.148468,5.733897,53.242623,medium
long_0285,5.562617,53.029718,5.731439,53.308535,long
short_0286,6.934241,53.002610,6.914214,53.009562,short
medium_0286,6.595878,53.110653,6.387482,53.196198,medium
long_0286,5.952460,52.977052,5.580237,53.253637,long
short_0287,6.380021,53.346754,6.334530,53.347840,short
medium_0287,6.863958,53.017753,6.549219,52.963772,medium
long_0287,6.422785,53.314045,6.707797,53.103183,long
short_0288,6.053886,52.851191,6.101466,52.838164,short
medium_0288,6.531166,52.622245,6.218228,52.700841,medium
long_0288,6.351239,52.884472,6.743282,52.641541,long
short_0289,6.424797,53.271253,6.418816,53.269599,short
medium_0289,5.442110,53.088848,5.706727,53.047692,medium
long_0289,6.336389,53.292415,6.465494,52.753724,long
short_0290,6.138500,53.005645,6.139181,53.003791,short
medium_0290,6.781342,52.963810,6.515331,52.771933,medium
long_0290,5.996083,52.870292,6.577403,53.283913,long
short_0291,6.166876,53.224229,6.183718,53.234716,short
medium_0291,7.084478,53.082633,6.993700,52.934744,medium
long_0291,6.150857,53.054002,7.163998,53.139913,long
short_0292,7.083995,52.920247,7.084292,52.909284,short
medium_0292,7.139329,53.066079,7.027631,53.266440,medium
long_0292,6.949914,52.967124,6.542569,52.734562,long
short_0293,7.216895,53.078511,7.226920,53.070870,short
medium_0293,6.939283,52.944265,6.874037,53.008625,medium
long_0293,5.607866,52.865675,5.900409,53.148428,long
short_0294,6.455409,53.283652,6.515248,53.275379,short
medium_0294,5.801809,52.875549,5.377532,52.877702,medium
long_0294,6.515888,52.667906,6.320757,53.162435,long
short_0295,6.277631,53.329438,6.300889,53.336281,short
medium_0295,6.098177,53.229154,5.889964,53.143405,medium
long_0295,6.070626,53.319493,5.168749,53.292599,long
short_0296,6.627892,52.999416,6.637147,52.995678,short
medium_0296,6.906902,52.853656,6.660091,52.859442,medium
long_0296,6.377919,53.102413,6.879766,53.150548,long
short_0297,6.494397,52.736209,6.551480,52.759409,short
medium_0297,6.416824,53.218110,6.529519,53.247874,medium
long_0297,6.512044,53.357694,5.524657,53.112938,long
short_0298,6.580310,53.365589,6.559389,53.368690,short
medium_0298,5.162820,53.001848,5.564215,52.930425,medium
long_0298,6.695494,53.196853,5.881606,52.966040,long
short_0299,6.325285,52.835339,6.334979,52.846643,short
medium_0299,7.009073,52.717658,7.016625,52.789204,medium
long_0299,6.782130,52.738980,6.711521,53.279443,long
short_0300,6.292782,53.041396,6.226856,53.025463,short
medium_0300,5.521843,53.026509,5.473338,53.168336,medium
long_0300,5.993005,52.853747,6.814190,53.419384,long
short_0301,5.564429,53.019877,5.631304,53.030945,short
medium_0301,6.666676,53.244951,6.681539,53.173923,medium
long_0301,6.787533,53.295462,6.538362,52.948030,long
short_0302,6.684175,53.421598,6.729458,53.424778,short
medium_0302,6.240320,52.918854,6.413394,52.957734,medium
long_0302,5.678672,53.115956,6.935998,52.964176,long
short_0303,6.167453,53.153099,6.097108,53.145232,short
medium_0303,6.336450,53.336069,6.440017,53.267129,medium
long_0303,7.124104,53.009300,5.760405,53.081477,long
short_0304,6.969466,52.987882,6.938397,52.975424,short
medium_0304,6.807707,52.925477,6.721156,52.943861,medium
long_0304,6.782657,53.400279,6.744726,53.107618,long
short_0305,6.940574,52.715805,6.931675,52.722766,short
medium_0305,5.674988,53.146752,5.956624,53.289229,medium
long_0305,5.541432,53.214609,5.386726,52.889615,long
short_0306,6.316016,52.713301,6.326673,52.671894,short
medium_0306,5.493232,52.868372,5.597217,52.975588,medium
long_0306,6.438115,53.080484,5.870531,53.211349,long
short_0307,6.586148,52.758787,6.579894,52.757987,short
medium_0307,6.356055,52.891149,6.373159,52.728399,medium
long_0307,5.442701,53.122844,5.811958,52.924268,long
short_0308,5.205096,53.356104,5.259448,53.377045,short
medium_0308,6.757801,53.011276,6.622162,52.778485,medium
long_0308,6.458117,53.345833,7.067150,53.130945,long
short_0309,5.518601,52.908736,5.521628,52.897284,short
medium_0309,6.601625,53.049540,6.302958,53.027052,medium
long_0309,6.792349,53.432328,6.923730,53.138799,long
short_0310,6.160697,52.721877,6.184134,52.723577,short
medium_0310,6.693878,53.367982,6.816961,53.291800,medium
long_0310,6.029153,53.168852,6.127823,52.875776,long
short_0311,6.640918,52.804828,6.672610,52.808704,short
medium_0311,6.902517,53.259843,6.628684,53.138198,medium
long_0311,6.888038,52.645786,6.281456,53.341541,long
short_0312,5.436944,53.069196,5.418205,53.103015,short
medium_0312,6.035784,53.145088,5.737240,53.305416,medium
long_0312,5.647717,53.172073,6.859979,52.704384,long
short_0313,6.296046,53.034148,6.282265,53.031543,short
medium_0313,6.597649,52.875545,6.371890,52.857324,medium
long_0313,7.043669,52.706584,6.588193,53.115662,long
short_0314,5.827576,53.126456,5.852792,53.099506,short
medium_0314,6.755741,52.973578,6.834381,53.093025,medium
long_0314,5.791587,53.040162,6.169337,53.195094,long
short_0315,5.387430,52.860639,5.384801,52.865049,short
medium_0315,6.309668,52.795500,6.245767,52.749807,medium
long_0315,5.645795,52.894898,7.023896,52.799561,long
short_0316,6.824758,53.091948,6.787103,53.111693,short
medium_0316,6.810453,52.770518,6.840599,52.846082,medium
long_0316,6.964397,52.893998,6.506021,53.358637,long
short_0317,7.099754,53.133632,7.061421,53.147268,short
medium_0317,6.672667,52.759494,6.663793,52.806133,medium
long_0317,6.506791,53.130524,6.912182,52.995902,long
short_0318,6.189805,52.767041,6.198329,52.758471,short
medium_0318,6.087003,53.351159,6.085296,53.238822,medium
long_0318,5.655671,53.443941,5.914377,53.161339,long
short_0319,6.634519,53.029607,6.634547,53.063481,short
medium_0319,5.442577,53.182151,5.537648,53.047280,medium
long_0319,6.744442,53.032388,6.880063,53.399770,long
short_0320,6.582720,52.892832,6.606225,52.860982,short
medium_0320,6.610249,53.008743,6.388934,52.865421,medium
long_0320,6.851701,52.810180,6.142404,53.181456,long
short_0321,6.875719,53.024778,6.875196,53.053757,short
medium_0321,6.967222,52.871938,6.849302,52.908588,medium
long_0321,6.275038,53.015606,5.990993,53.229858,long
short_0322,6.882586,52.985683,6.877108,53.013689,short
medium_0322,6.089918,53.385303,6.234092,53.208602,medium
long_0322,6.143501,53.387783,5.606158,53.052304,long
short_0323,6.576356,53.190376,6.607297,53.197191,short
medium_0323,6.790794,52.707076,6.883150,52.880412,medium
long_0323,5.537262,53.175249,6.009283,53.256433,long
short_0324,6.185831,52.812857,6.184563,52.805401,short
medium_0324,6.864819,52.827862,6.591080,52.978700,medium
long_0324,5.705713,53.278893,6.223523,53.089622,long
short_0325,6.843569,53.369234,6.865718,53.340972,short
medium_0325,6.780525,52.798982,6.715991,52.722959,medium
long_0325,6.642278,53.437594,6.697893,52.955427,long
short_0326,6.068981,53.097665,6.074044,53.105745,short
medium_0326,5.830176,52.855802,5.950357,52.991705,medium
long_0326,6.452572,52.778658,6.642312,53.276116,long
short_0327,6.756289,52.693322,6.731524,52.702377,short
medium_0327,6.664702,52.655025,6.761750,52.917641,medium
long_0327,6.380003,53.253707,6.123625,52.995666,long
short_0328,6.580969,52.732959,6.551111,52.713505,short
medium_0328,6.453548,52.959397,6.332089,52.826382,medium
long_0328,6.843433,53.148920,6.265514,52.681755,long
short_0329,6.257810,52.694667,6.234007,52.683378,short
medium_0329,6.989354,53.056272,6.634518,53.100229,medium
long_0329,6.027439,53.279084,6.621327,53.223207,long
short_0330,6.348116,52.717120,6.360178,52.720737,short
medium_0330,5.980481,53.346480,6.228855,53.224738,medium
long_0330,6.141862,53.351380,6.538351,52.711285,long
short_0331,7.067559,52.772550,7.054634,52.788862,short
medium_0331,5.733057,52.852930,5.932937,52.880636,medium
long_0331,6.187622,53.014264,5.792817,52.843973,long
short_0332,6.834605,53.062841,6.845592,53.063781,short
medium_0332,6.435919,52.895578,6.737584,52.964464,medium
long_0332,6.365465,53.342402,5.553132,52.865201,long
short_0333,5.905677,53.160804,5.964430,53.147527,short
medium_0333,5.901834,53.009360,5.860733,52.952991,medium
long_0333,7.115317,53.211916,5.910610,52.889179,long
short_0334,6.581850,53.048082,6.607805,53.049588,short
